transaction_id,customer_id,transaction_date,category,channel,amount_sgd
TXN520228,CUST102985,2026-01-12,Sports & Outdoors,Online,73.47
TXN520229,CUST100358,2026-05-02,Home & Living,In-Store,207.15
TXN520230,CUST103437,2026-01-13,Toys & Baby,Online,14.22
TXN520231,CUST101265,2025-09-30,Toys & Baby,Online,72.95
TXN520232,CUST100091,2026-04-08,Groceries,Online,30.0
TXN520233,CUST104130,2025-09-09,Groceries,In-Store,41.51
TXN520234,CUST100891,2026-02-09,Home & Living,Online,100.33
TXN520235,CUST100620,2025-09-06,Beauty,Online,50.86
TXN520236,CUST101373,2026-06-28,Beauty,In-Store,30.09
TXN520237,CUST100837,2025-12-25,Home & Living,Online,115.96
TXN520238,CUST103752,2025-10-26,Home & Living,Online,62.83
TXN520239,CUST101609,2026-03-22,Electronics,Online,764.39
TXN520240,CUST104045,2025-12-16,Electronics,In-Store,440.29
TXN520241,CUST103280,2026-01-25,Groceries,Online,10.94
TXN520242,CUST102123,2026-02-24,Toys & Baby,In-Store,84.51
TXN520243,CUST101168,2025-09-12,Groceries,Online,56.22
TXN520244,CUST104058,2026-06-04,Toys & Baby,In-Store,61.97
TXN520245,CUST103142,2025-11-23,Groceries,Online,19.59
TXN520246,CUST104348,2026-07-20,Electronics,In-Store,704.63
TXN520247,CUST103033,2025-09-28,Groceries,Online,51.1
TXN520248,CUST104836,2026-02-18,Groceries,Online,39.33
TXN520249,CUST103302,2026-06-27,Fashion,Online,85.43
TXN520250,CUST104900,2026-04-29,Groceries,Online,42.94
TXN520251,CUST103301,2026-01-17,Beauty,In-Store,42.81
TXN520252,CUST105775,2025-12-21,Fashion,In-Store,120.31
TXN520253,CUST105141,2025-10-05,Sports & Outdoors,Online,196.68
TXN520254,CUST101532,2025-09-18,Fashion,Online,32.58
TXN520255,CUST104389,2026-01-17,Sports & Outdoors,In-Store,101.52
TXN520256,CUST100803,2026-05-25,Electronics,Online,849.76
TXN520257,CUST105479,2026-04-09,Fashion,In-Store,20.17
TXN520258,CUST102078,2025-11-18,Groceries,In-Store,32.92
TXN520259,CUST102871,2026-03-23,Groceries,In-Store,36.34
TXN520260,CUST100122,2026-02-04,Beauty,Online,67.94
TXN520261,CUST105223,2026-07-05,Fashion,Online,66.11
TXN520262,CUST105695,2025-11-30,Electronics,Online,168.57
TXN520263,CUST102829,2025-09-11,Fashion,Online,106.81
TXN520264,CUST101133,2025-08-22,Toys & Baby,Online,84.52
TXN520265,CUST104186,2025-11-17,Beauty,Online,45.81
TXN520266,CUST101787,2026-06-27,Toys & Baby,In-Store,89.61
TXN520267,CUST105765,2025-09-03,Fashion,Online,28.7
TXN520268,CUST101871,2026-02-13,Beauty,Online,45.17
TXN520269,CUST103464,2026-05-31,Groceries,Online,33.59
TXN520270,CUST100302,2026-07-11,Toys & Baby,In-Store,14.11
TXN520271,CUST105942,2026-05-05,Home & Living,Online,129.0
TXN520272,CUST103467,2026-07-05,Fashion,In-Store,105.72
TXN520273,CUST105852,2026-01-12,Beauty,In-Store,118.99
TXN520274,CUST101811,2025-11-30,Beauty,In-Store,46.0
TXN520275,CUST103158,2026-06-26,Toys & Baby,Online,52.93
TXN520276,CUST100109,2025-11-14,Sports & Outdoors,Online,101.81
TXN520277,CUST104637,2025-12-14,Sports & Outdoors,Online,238.2
TXN520278,CUST101008,2025-10-13,Groceries,In-Store,46.36
TXN520279,CUST102557,2026-04-02,Groceries,Online,42.32
TXN520280,CUST104039,2026-07-03,Beauty,Online,100.97
TXN520281,CUST100502,2026-05-29,Sports & Outdoors,In-Store,207.31
TXN520282,CUST104719,2026-04-28,Fashion,Online,143.73
TXN520283,CUST104855,2026-03-27,Fashion,In-Store,130.49
TXN520284,CUST103182,2026-02-06,Toys & Baby,Online,36.12
TXN520285,CUST103647,2025-08-19,Beauty,In-Store,17.08
TXN520286,CUST100573,2025-12-04,Home & Living,In-Store,42.52
TXN520287,CUST102699,2025-12-19,Fashion,Online,15.24
TXN520288,CUST105064,2025-09-23,Groceries,In-Store,30.48
TXN520289,CUST100545,2025-12-15,Home & Living,Online,166.07
TXN520290,CUST105937,2026-06-09,Sports & Outdoors,Online,84.16
TXN520291,CUST102922,2025-10-25,Beauty,Online,97.23
TXN520292,CUST100073,2025-12-22,Groceries,In-Store,44.38
TXN520293,CUST102042,2025-09-29,Sports & Outdoors,Online,37.09
TXN520294,CUST103002,2025-11-19,Beauty,Online,69.52
TXN520295,CUST105759,2025-12-29,Toys & Baby,In-Store,14.75
TXN520296,CUST104255,2026-07-01,Home & Living,In-Store,157.55
TXN520297,CUST103496,2026-02-14,Toys & Baby,In-Store,98.56
TXN520298,CUST105802,2026-05-07,Sports & Outdoors,In-Store,184.02
TXN520299,CUST101775,2026-06-24,Sports & Outdoors,In-Store,179.94
TXN520300,CUST102281,2025-11-22,Home & Living,Online,170.53
TXN520301,CUST104622,2025-10-20,Fashion,Online,92.83
TXN520302,CUST103578,2026-06-29,Home & Living,Online,54.71
TXN520303,CUST101316,2026-05-02,Sports & Outdoors,In-Store,64.06
TXN520304,CUST104520,2025-10-01,Sports & Outdoors,In-Store,32.96
TXN520305,CUST101609,2026-06-01,Beauty,In-Store,103.25
TXN520306,CUST103364,2025-11-13,Electronics,Online,584.0
TXN520307,CUST105159,2025-08-22,Groceries,Online,37.24
TXN520308,CUST101661,2025-08-28,Electronics,In-Store,161.41
TXN520309,CUST104577,2025-11-29,Groceries,Online,24.45
TXN520310,CUST105188,2025-08-04,Toys & Baby,Online,81.27
TXN520311,CUST101908,2025-12-25,Sports & Outdoors,In-Store,38.6
TXN520312,CUST101186,2025-09-07,Electronics,Online,459.26
TXN520313,CUST105213,2025-11-19,Home & Living,In-Store,22.04
TXN520314,CUST102804,2026-03-20,Beauty,Online,112.21
TXN520315,CUST101872,2026-03-22,Toys & Baby,Online,97.79
TXN520316,CUST100059,2025-11-06,Groceries,In-Store,25.96
TXN520317,CUST101170,2025-09-10,Toys & Baby,In-Store,11.3
TXN520318,CUST103070,2026-03-23,Toys & Baby,In-Store,24.51
TXN520319,CUST104990,2026-01-29,Toys & Baby,Online,24.26
TXN520320,CUST103011,2026-05-07,Groceries,In-Store,18.75
TXN520321,CUST101669,2026-01-12,Home & Living,In-Store,113.96
TXN520322,CUST105589,2026-05-23,Groceries,Online,48.24
TXN520323,CUST102213,2026-03-28,Toys & Baby,In-Store,34.56
TXN520324,CUST100986,2026-06-27,Electronics,In-Store,627.55
TXN520325,CUST105681,2025-08-06,Beauty,Online,92.48
TXN520326,CUST102378,2026-02-09,Electronics,In-Store,694.81
TXN520327,CUST102902,2026-01-31,Fashion,In-Store,58.73
TXN520328,CUST104995,2026-03-23,Electronics,Online,870.36
TXN520329,CUST101737,2026-07-17,Electronics,In-Store,699.3
TXN520330,CUST103167,2026-01-24,Toys & Baby,Online,52.08
TXN520331,CUST105216,2025-09-05,Electronics,In-Store,691.23
TXN520332,CUST101543,2026-02-27,Toys & Baby,Online,33.7
TXN520333,CUST105385,2026-02-28,Electronics,Online,485.11
TXN520334,CUST101157,2026-01-20,Home & Living,Online,245.16
TXN520335,CUST105149,2025-12-27,Sports & Outdoors,Online,49.54
TXN520336,CUST102360,2025-12-16,Sports & Outdoors,Online,27.4
TXN520337,CUST103292,2026-04-24,Electronics,In-Store,428.18
TXN520338,CUST103314,2026-05-20,Beauty,Online,73.79
TXN520339,CUST101235,2026-07-18,Toys & Baby,In-Store,85.64
TXN520340,CUST101044,2026-07-16,Beauty,Online,118.82
TXN520341,CUST104294,2026-06-25,Groceries,Online,42.62
TXN520342,CUST104968,2025-09-11,Home & Living,In-Store,250.41
TXN520343,CUST100833,2026-04-16,Toys & Baby,Online,43.82
TXN520344,CUST104523,2025-10-12,Electronics,Online,646.33
TXN520345,CUST101963,2025-09-28,Home & Living,Online,185.2
TXN520346,CUST103578,2025-09-01,Groceries,Online,14.24
TXN520347,CUST103206,2025-08-02,Fashion,Online,49.3
TXN520348,CUST104477,2026-02-13,Home & Living,In-Store,171.46
TXN520349,CUST103252,2026-06-19,Fashion,In-Store,147.06
TXN520350,CUST100568,2025-09-27,Beauty,In-Store,15.62
TXN520351,CUST101684,2025-12-06,Fashion,Online,32.45
TXN520352,CUST102386,2026-02-05,Groceries,In-Store,19.45
TXN520353,CUST103442,2025-08-22,Fashion,Online,113.46
TXN520354,CUST101025,2026-02-03,Home & Living,In-Store,135.08
TXN520355,CUST102027,2026-04-07,Sports & Outdoors,Online,106.56
TXN520356,CUST100386,2026-03-29,Beauty,Online,68.27
TXN520357,CUST101941,2025-08-25,Fashion,Online,19.31
TXN520358,CUST103067,2026-02-23,Home & Living,Online,294.99
TXN520359,CUST105629,2026-02-09,Home & Living,Online,241.26
TXN520360,CUST101072,2025-10-30,Groceries,Online,32.08
TXN520361,CUST100167,2026-03-25,Sports & Outdoors,Online,205.96
TXN520362,CUST102264,2026-06-16,Beauty,Online,70.61
TXN520363,CUST103663,2025-10-05,Beauty,In-Store,15.06
TXN520364,CUST103663,2025-11-22,Groceries,In-Store,47.85
TXN520365,CUST102078,2026-06-22,Sports & Outdoors,Online,230.02
TXN520366,CUST100231,2026-05-22,Sports & Outdoors,Online,183.28
TXN520367,CUST105524,2026-02-01,Electronics,Online,165.7
TXN520368,CUST103009,2026-04-10,Beauty,Online,105.27
TXN520369,CUST104673,2026-05-16,Sports & Outdoors,Online,116.04
TXN520370,CUST102380,2025-08-28,Groceries,Online,45.83
TXN520371,CUST105004,2026-02-11,Beauty,Online,117.65
TXN520372,CUST104726,2026-07-26,Toys & Baby,Online,28.91
TXN520373,CUST100579,2026-01-18,Electronics,In-Store,359.78
TXN520374,CUST100314,2026-04-07,Beauty,Online,17.09
TXN520375,CUST100903,2025-12-14,Sports & Outdoors,Online,213.45
TXN520376,CUST104954,2026-05-31,Fashion,In-Store,123.84
TXN520377,CUST101623,2026-06-08,Beauty,In-Store,79.06
TXN520378,CUST102375,2026-06-07,Home & Living,In-Store,254.61
TXN520379,CUST103480,2025-10-09,Electronics,In-Store,261.7
TXN520380,CUST103929,2025-09-20,Electronics,In-Store,233.1
TXN520381,CUST102563,2025-08-28,Sports & Outdoors,Online,144.96
TXN520382,CUST102701,2026-05-16,Home & Living,Online,85.07
TXN520383,CUST101971,2025-09-09,Toys & Baby,Online,31.55
TXN520384,CUST100571,2026-06-11,Sports & Outdoors,In-Store,187.73
TXN520385,CUST100895,2026-01-01,Beauty,In-Store,35.19
TXN520386,CUST105359,2026-04-23,Groceries,In-Store,5.52
TXN520387,CUST105848,2025-11-25,Sports & Outdoors,Online,218.72
TXN520388,CUST104968,2026-03-31,Fashion,Online,146.04
TXN520389,CUST101837,2025-09-02,Toys & Baby,Online,14.72
TXN520390,CUST101076,2026-01-15,Home & Living,Online,120.61
TXN520391,CUST103049,2026-06-20,Toys & Baby,Online,73.54
TXN520392,CUST100576,2026-02-19,Beauty,Online,10.11
TXN520393,CUST105502,2025-11-14,Fashion,Online,38.13
TXN520394,CUST104620,2026-01-02,Home & Living,Online,157.23
TXN520395,CUST105839,2026-01-03,Home & Living,In-Store,95.93
TXN520396,CUST105157,2026-02-07,Groceries,Online,32.13
TXN520397,CUST102455,2025-11-09,Groceries,In-Store,30.65
TXN520398,CUST101891,2025-10-16,Beauty,In-Store,16.36
TXN520399,CUST105021,2026-05-19,Beauty,Online,65.81
TXN520400,CUST103536,2025-09-23,Fashion,Online,79.3
TXN520401,CUST105293,2026-04-12,Beauty,In-Store,79.91
TXN520402,CUST101954,2026-06-26,Groceries,Online,23.53
TXN520403,CUST103282,2025-08-29,Home & Living,In-Store,164.17
TXN520404,CUST102779,2026-07-08,Electronics,In-Store,366.39
TXN520405,CUST101108,2026-06-25,Toys & Baby,Online,32.92
TXN520406,CUST103247,2025-12-06,Toys & Baby,Online,80.07
TXN520407,CUST100509,2025-08-26,Toys & Baby,In-Store,27.8
TXN520408,CUST102251,2026-03-07,Home & Living,Online,120.6
TXN520409,CUST103197,2025-11-08,Electronics,Online,896.27
TXN520410,CUST100877,2025-10-24,Groceries,Online,55.84
TXN520411,CUST104535,2026-04-27,Home & Living,Online,33.57
TXN520412,CUST101152,2025-08-27,Electronics,Online,215.93
TXN520413,CUST104392,2025-11-18,Electronics,In-Store,831.09
TXN520414,CUST100144,2025-10-24,Sports & Outdoors,Online,174.52
TXN520415,CUST104157,2025-09-04,Beauty,Online,88.71
TXN520416,CUST102400,2026-07-25,Groceries,Online,20.46
TXN520417,CUST104761,2026-05-17,Toys & Baby,Online,58.86
TXN520418,CUST103383,2026-07-24,Groceries,In-Store,9.59
TXN520419,CUST102282,2025-11-19,Beauty,Online,45.7
TXN520420,CUST104002,2025-12-20,Toys & Baby,Online,63.82
TXN520421,CUST102325,2025-08-13,Groceries,Online,6.9
TXN520422,CUST102137,2026-01-05,Home & Living,In-Store,30.83
TXN520423,CUST102559,2026-04-28,Toys & Baby,Online,83.93
TXN520424,CUST104287,2025-11-07,Electronics,In-Store,665.35
TXN520425,CUST103706,2025-08-29,Sports & Outdoors,Online,206.84
TXN520426,CUST105512,2026-06-17,Fashion,Online,62.3
TXN520427,CUST100003,2026-06-12,Toys & Baby,Online,25.26
TXN520428,CUST100974,2026-05-20,Beauty,Online,20.79
TXN520429,CUST102967,2025-11-06,Sports & Outdoors,Online,172.41
TXN520430,CUST104036,2026-03-06,Fashion,In-Store,35.68
TXN520431,CUST100547,2026-07-12,Electronics,Online,310.02
TXN520432,CUST101771,2025-08-23,Home & Living,In-Store,54.82
TXN520433,CUST105936,2026-01-17,Beauty,In-Store,95.46
TXN520434,CUST101969,2026-05-12,Fashion,Online,101.07
TXN520435,CUST102282,2026-07-10,Home & Living,In-Store,158.17
TXN520436,CUST101437,2025-12-31,Groceries,In-Store,55.16
TXN520437,CUST100102,2025-08-07,Toys & Baby,In-Store,39.94
TXN520438,CUST101725,2026-04-21,Groceries,Online,56.14
TXN520439,CUST100974,2025-09-26,Sports & Outdoors,Online,113.84
TXN520440,CUST102287,2026-05-08,Fashion,Online,52.88
TXN520441,CUST101399,2025-09-18,Fashion,Online,91.73
TXN520442,CUST102422,2025-11-26,Sports & Outdoors,Online,203.73
TXN520443,CUST101622,2025-08-26,Sports & Outdoors,In-Store,134.71
TXN520444,CUST105505,2026-01-11,Beauty,Online,119.92
TXN520445,CUST101758,2025-11-09,Groceries,Online,41.54
TXN520446,CUST101137,2026-05-20,Toys & Baby,Online,67.15
TXN520447,CUST104585,2026-04-15,Groceries,Online,38.1
TXN520448,CUST104890,2025-08-26,Electronics,Online,689.78
TXN520449,CUST103388,2025-07-30,Toys & Baby,In-Store,33.63
TXN520450,CUST102073,2025-12-03,Home & Living,Online,116.83
TXN520451,CUST105021,2026-03-24,Electronics,In-Store,874.23
TXN520452,CUST104038,2026-02-24,Electronics,Online,848.49
TXN520453,CUST102287,2025-09-15,Fashion,Online,100.66
TXN520454,CUST102351,2025-10-23,Sports & Outdoors,Online,131.16
TXN520455,CUST100016,2025-10-28,Groceries,Online,35.09
TXN520456,CUST100355,2025-12-31,Fashion,In-Store,18.06
TXN520457,CUST100820,2025-12-10,Home & Living,Online,259.34
TXN520458,CUST101487,2025-10-16,Beauty,In-Store,118.62
TXN520459,CUST105567,2025-11-26,Toys & Baby,In-Store,25.85
TXN520460,CUST104949,2025-09-16,Sports & Outdoors,Online,89.57
TXN520461,CUST100248,2026-07-29,Beauty,In-Store,72.51
TXN520462,CUST100087,2026-06-04,Electronics,In-Store,327.54
TXN520463,CUST103524,2026-01-01,Beauty,Online,13.06
TXN520464,CUST102259,2025-12-05,Sports & Outdoors,In-Store,107.08
TXN520465,CUST104834,2026-06-25,Sports & Outdoors,Online,170.7
TXN520466,CUST105837,2026-04-22,Groceries,In-Store,57.63
TXN520467,CUST102968,2025-07-30,Electronics,Online,730.73
TXN520468,CUST101070,2025-09-22,Toys & Baby,Online,26.18
TXN520469,CUST105377,2026-05-14,Home & Living,Online,108.32
TXN520470,CUST102536,2026-07-03,Fashion,Online,74.46
TXN520471,CUST102504,2025-09-23,Beauty,Online,98.61
TXN520472,CUST104244,2025-12-22,Beauty,In-Store,39.08
TXN520473,CUST102217,2025-10-14,Sports & Outdoors,Online,160.23
TXN520474,CUST101413,2026-07-27,Fashion,In-Store,65.5
TXN520475,CUST104467,2025-11-27,Electronics,Online,330.39
TXN520476,CUST101121,2026-04-15,Sports & Outdoors,In-Store,88.59
TXN520477,CUST100240,2025-12-31,Fashion,In-Store,27.9
TXN520478,CUST102984,2025-10-22,Home & Living,Online,105.47
TXN520479,CUST100207,2026-02-23,Fashion,In-Store,57.83
TXN520480,CUST104765,2025-10-15,Groceries,Online,23.67
TXN520481,CUST105868,2025-10-24,Toys & Baby,Online,18.99
TXN520482,CUST105699,2026-05-03,Electronics,In-Store,516.55
TXN520483,CUST100899,2026-03-10,Groceries,Online,51.5
TXN520484,CUST105604,2025-09-21,Groceries,In-Store,40.36
TXN520485,CUST100686,2025-10-27,Toys & Baby,In-Store,93.33
TXN520486,CUST102127,2026-01-28,Sports & Outdoors,Online,69.39
TXN520487,CUST100515,2026-05-24,Sports & Outdoors,In-Store,205.64
TXN520488,CUST104953,2026-07-23,Groceries,Online,7.88
TXN520489,CUST101346,2025-10-04,Toys & Baby,Online,99.09
TXN520490,CUST104007,2025-09-17,Fashion,Online,59.69
TXN520491,CUST104590,2025-10-21,Sports & Outdoors,Online,125.17
TXN520492,CUST102286,2026-01-10,Beauty,Online,23.43
TXN520493,CUST104756,2025-10-24,Fashion,Online,40.97
TXN520494,CUST101956,2026-05-18,Fashion,Online,63.73
TXN520495,CUST100894,2026-03-02,Electronics,Online,528.65
TXN520496,CUST102762,2026-03-23,Toys & Baby,Online,95.68
TXN520497,CUST104287,2025-11-15,Beauty,Online,36.81
TXN520498,CUST100243,2025-09-01,Electronics,In-Store,759.16
TXN520499,CUST104858,2026-01-24,Electronics,In-Store,332.11
TXN520500,CUST101540,2026-02-22,Fashion,Online,143.97
TXN520501,CUST104111,2026-04-22,Home & Living,Online,236.1
TXN520502,CUST100698,2026-05-06,Electronics,Online,273.11
TXN520503,CUST102336,2026-02-08,Fashion,Online,66.76
TXN520504,CUST102796,2026-06-07,Toys & Baby,Online,65.79
TXN520505,CUST102815,2026-03-05,Toys & Baby,Online,70.04
TXN520506,CUST101649,2025-09-27,Sports & Outdoors,Online,191.92
TXN520507,CUST103170,2026-05-31,Home & Living,Online,33.78
TXN520508,CUST101673,2026-05-07,Groceries,Online,6.51
TXN520509,CUST101008,2026-07-24,Beauty,Online,73.71
TXN520510,CUST100811,2026-03-26,Electronics,Online,653.14
TXN520511,CUST105386,2025-12-03,Beauty,In-Store,98.21
TXN520512,CUST100795,2025-08-03,Electronics,Online,548.95
TXN520513,CUST102371,2025-11-01,Toys & Baby,Online,39.91
TXN520514,CUST101517,2026-04-11,Fashion,Online,117.47
TXN520515,CUST103713,2026-04-07,Sports & Outdoors,In-Store,48.04
TXN520516,CUST102079,2026-03-04,Electronics,Online,779.16
TXN520517,CUST101729,2025-07-31,Sports & Outdoors,Online,135.43
TXN520518,CUST105815,2026-03-25,Toys & Baby,Online,85.94
TXN520519,CUST105981,2026-05-10,Groceries,In-Store,43.86
TXN520520,CUST100806,2025-09-06,Fashion,Online,18.81
TXN520521,CUST104182,2025-12-19,Groceries,Online,47.23
TXN520522,CUST105359,2026-02-11,Home & Living,Online,165.82
TXN520523,CUST105824,2025-10-05,Groceries,Online,7.4
TXN520524,CUST101795,2026-03-04,Electronics,In-Store,105.35
TXN520525,CUST104725,2025-11-09,Groceries,Online,14.03
TXN520526,CUST101969,2026-04-07,Sports & Outdoors,Online,81.45
TXN520527,CUST103744,2026-03-07,Toys & Baby,Online,19.02
TXN520528,CUST103071,2025-10-19,Toys & Baby,Online,92.28
TXN520529,CUST104267,2025-09-20,Home & Living,Online,79.42
TXN520530,CUST105489,2025-10-29,Home & Living,In-Store,194.04
TXN520531,CUST100691,2025-10-31,Beauty,In-Store,12.47
TXN520532,CUST101340,2026-04-01,Home & Living,In-Store,202.7
TXN520533,CUST103523,2026-04-27,Fashion,Online,21.79
TXN520534,CUST102144,2025-12-31,Toys & Baby,In-Store,29.42
TXN520535,CUST103357,2025-11-02,Toys & Baby,In-Store,24.91
TXN520536,CUST104715,2025-10-08,Home & Living,Online,249.73
TXN520537,CUST104217,2026-03-31,Toys & Baby,In-Store,46.32
TXN520538,CUST104611,2026-04-30,Groceries,Online,31.4
TXN520539,CUST100975,2026-04-24,Beauty,Online,97.73
TXN520540,CUST100184,2026-03-22,Sports & Outdoors,Online,47.33
TXN520541,CUST105246,2026-03-13,Toys & Baby,Online,48.11
TXN520542,CUST102714,2025-08-24,Beauty,Online,15.72
TXN520543,CUST103830,2026-03-06,Sports & Outdoors,Online,223.19
TXN520544,CUST100445,2026-07-17,Home & Living,Online,152.82
TXN520545,CUST104269,2026-07-24,Electronics,Online,859.71
TXN520546,CUST100623,2026-05-12,Beauty,In-Store,90.75
TXN520547,CUST104743,2026-04-24,Toys & Baby,Online,43.49
TXN520548,CUST100372,2026-07-04,Home & Living,In-Store,215.75
TXN520549,CUST100507,2025-11-22,Groceries,Online,8.65
TXN520550,CUST102063,2025-08-21,Electronics,Online,441.19
TXN520551,CUST101277,2026-03-15,Fashion,In-Store,67.54
TXN520552,CUST105911,2026-04-11,Home & Living,In-Store,77.84
TXN520553,CUST102713,2025-12-11,Toys & Baby,Online,71.89
TXN520554,CUST102818,2026-01-20,Groceries,Online,15.25
TXN520555,CUST100283,2025-12-02,Electronics,Online,230.07
TXN520556,CUST102954,2025-09-15,Toys & Baby,In-Store,72.53
TXN520557,CUST100392,2025-08-06,Beauty,In-Store,119.34
TXN520558,CUST103787,2026-04-25,Sports & Outdoors,Online,21.14
TXN520559,CUST105893,2026-02-24,Toys & Baby,Online,61.7
TXN520560,CUST101978,2026-06-28,Toys & Baby,Online,20.77
TXN520561,CUST104866,2025-12-25,Toys & Baby,Online,75.76
TXN520562,CUST105796,2026-04-09,Sports & Outdoors,Online,209.7
TXN520563,CUST105809,2025-11-10,Toys & Baby,Online,47.68
TXN520564,CUST104491,2026-01-29,Home & Living,Online,222.22
TXN520565,CUST105236,2025-11-25,Toys & Baby,Online,76.41
TXN520566,CUST102109,2026-02-04,Toys & Baby,Online,76.01
TXN520567,CUST103512,2026-01-17,Home & Living,In-Store,143.05
TXN520568,CUST103997,2025-12-11,Fashion,Online,58.1
TXN520569,CUST101309,2025-10-13,Toys & Baby,Online,92.55
TXN520570,CUST101886,2026-06-12,Sports & Outdoors,Online,195.57
TXN520571,CUST102167,2025-12-02,Fashion,In-Store,115.41
TXN520572,CUST100401,2026-02-15,Fashion,In-Store,115.42
TXN520573,CUST102743,2025-11-27,Fashion,In-Store,142.52
TXN520574,CUST104718,2025-12-03,Sports & Outdoors,In-Store,151.37
TXN520575,CUST103917,2026-04-16,Fashion,Online,141.35
TXN520576,CUST103767,2026-02-16,Groceries,Online,54.4
TXN520577,CUST103652,2025-10-13,Beauty,Online,35.27
TXN520578,CUST100135,2025-12-14,Groceries,Online,20.49
TXN520579,CUST100020,2026-01-05,Electronics,Online,382.69
TXN520580,CUST101024,2025-09-28,Toys & Baby,In-Store,26.24
TXN520581,CUST105493,2025-09-24,Fashion,Online,91.74
TXN520582,CUST105164,2026-07-07,Toys & Baby,In-Store,41.08
TXN520583,CUST103471,2026-06-02,Home & Living,In-Store,93.19
TXN520584,CUST102312,2025-11-06,Groceries,Online,36.04
TXN520585,CUST105784,2026-03-09,Groceries,Online,11.45
TXN520586,CUST100403,2025-08-04,Electronics,Online,462.61
TXN520587,CUST100592,2025-11-16,Electronics,In-Store,373.32
TXN520588,CUST103740,2026-05-12,Beauty,Online,78.55
TXN520589,CUST103289,2025-09-01,Fashion,In-Store,19.11
TXN520590,CUST105893,2026-06-19,Groceries,Online,20.5
TXN520591,CUST104838,2025-09-16,Electronics,Online,525.51
TXN520592,CUST105640,2025-10-26,Beauty,In-Store,30.41
TXN520593,CUST104354,2025-12-19,Fashion,In-Store,31.26
TXN520594,CUST105571,2026-06-29,Electronics,Online,452.06
TXN520595,CUST104146,2025-11-02,Home & Living,In-Store,160.33
TXN520596,CUST103149,2026-01-29,Groceries,In-Store,29.71
TXN520597,CUST103491,2026-03-02,Groceries,Online,50.18
TXN520598,CUST105424,2025-12-15,Beauty,Online,59.83
TXN520599,CUST100641,2026-05-28,Sports & Outdoors,In-Store,204.16
TXN520600,CUST103404,2025-12-09,Sports & Outdoors,In-Store,147.1
TXN520601,CUST102355,2026-02-02,Groceries,Online,46.54
TXN520602,CUST103997,2026-01-21,Electronics,Online,713.9
TXN520603,CUST103639,2025-08-15,Groceries,Online,19.8
TXN520604,CUST102395,2026-03-18,Fashion,Online,56.36
TXN520605,CUST104160,2026-03-15,Groceries,Online,18.61
TXN520606,CUST103214,2025-09-22,Toys & Baby,Online,47.41
TXN520607,CUST101131,2026-01-18,Fashion,Online,78.94
TXN520608,CUST103846,2025-08-11,Electronics,Online,703.14
TXN520609,CUST100160,2025-08-19,Fashion,Online,36.67
TXN520610,CUST104955,2026-05-15,Groceries,Online,14.36
TXN520611,CUST105455,2026-06-23,Toys & Baby,In-Store,15.5
TXN520612,CUST100475,2026-05-21,Home & Living,Online,206.9
TXN520613,CUST101545,2026-07-11,Home & Living,Online,293.45
TXN520614,CUST100773,2025-10-05,Fashion,Online,65.56
TXN520615,CUST104644,2025-12-15,Toys & Baby,In-Store,53.22
TXN520616,CUST100434,2026-06-14,Sports & Outdoors,Online,61.17
TXN520617,CUST103247,2026-03-24,Beauty,Online,11.18
TXN520618,CUST102327,2026-07-18,Fashion,Online,104.41
TXN520619,CUST104519,2025-11-29,Groceries,Online,27.49
TXN520620,CUST103851,2025-09-22,Home & Living,In-Store,223.66
TXN520621,CUST103266,2026-03-07,Toys & Baby,In-Store,46.92
TXN520622,CUST103018,2025-11-01,Beauty,Online,87.3
TXN520623,CUST104664,2026-01-24,Electronics,In-Store,800.58
TXN520624,CUST102870,2025-11-18,Electronics,Online,277.0
TXN520625,CUST102522,2025-08-11,Toys & Baby,In-Store,34.48
TXN520626,CUST100151,2026-03-05,Beauty,In-Store,68.44
TXN520627,CUST101617,2026-02-09,Groceries,In-Store,30.52
TXN520628,CUST102217,2026-03-14,Toys & Baby,Online,87.18
TXN520629,CUST103483,2025-11-24,Sports & Outdoors,Online,33.48
TXN520630,CUST104061,2026-03-01,Home & Living,In-Store,207.24
TXN520631,CUST105780,2025-07-31,Sports & Outdoors,In-Store,33.7
TXN520632,CUST101670,2025-12-09,Electronics,Online,136.36
TXN520633,CUST103268,2026-03-06,Groceries,In-Store,58.26
TXN520634,CUST104548,2026-02-17,Sports & Outdoors,Online,110.3
TXN520635,CUST101868,2026-07-26,Electronics,In-Store,372.75
TXN520636,CUST103294,2026-01-27,Electronics,Online,815.17
TXN520637,CUST102514,2025-11-15,Sports & Outdoors,Online,39.85
TXN520638,CUST102382,2026-05-09,Beauty,In-Store,21.77
TXN520639,CUST100382,2025-12-07,Sports & Outdoors,Online,223.46
TXN520640,CUST100146,2026-01-09,Toys & Baby,Online,33.94
TXN520641,CUST101777,2026-03-22,Fashion,Online,115.19
TXN520642,CUST105486,2025-10-07,Electronics,Online,712.21
TXN520643,CUST101163,2025-11-04,Sports & Outdoors,Online,247.61
TXN520644,CUST100385,2026-05-23,Home & Living,Online,126.61
TXN520645,CUST103734,2025-10-23,Home & Living,Online,119.3
TXN520646,CUST105756,2026-05-07,Sports & Outdoors,In-Store,219.58
TXN520647,CUST100352,2026-05-06,Sports & Outdoors,Online,173.57
TXN520648,CUST104489,2026-01-12,Beauty,In-Store,48.92
TXN520649,CUST100664,2026-05-20,Home & Living,Online,209.61
